categoria,marca,presentacion,precio,tipo_cadena,cadena,unidad_presentacion
Agua,GLACIAR,2.0,74.0,Supermercado,Disco,lt
Agua,GLACIAR,2.0,69.0,Supermercado,Disco,lt
Agua,GLACIAR,2.0,73.0,Supermercado,Disco,lt
Agua,GLACIAR,2.0,70.0,Supermercado,Disco,lt
Agua,GLACIAR,2.0,65.0,Supermercado,Disco,lt
Agua,GLACIAR,2.0,75.0,Supermercado,Disco,lt
Agua,GLACIAR,2.0,64.0,Hipermercado,Hipermercado Carrefour,lt
Agua,GLACIAR,2.0,72.0,Hipermercado,Hipermercado Carrefour,lt
Agua,GLACIAR,2.0,66.0,Hipermercado,Hipermercado Carrefour,lt
Agua,GLACIAR,2.0,75.0,Hipermercado,Hipermercado Carrefour,lt
Agua,GLACIAR,2.0,70.0,Hipermercado,Hipermercado Carrefour,lt
Agua,GLACIAR,2.0,73.0,Hipermercado,Hipermercado Carrefour,lt
Agua,GLACIAR,2.0,65.0,Hipermercado,Hipermercado Carrefour,lt
Agua,GLACIAR,2.0,73.49,Supermercado,Supermercados DIA,lt
Agua,GLACIAR,2.0,70.0,Supermercado,Disco,lt
Agua,GLACIAR,2.0,64.0,Hipermercado,Hipermercado Carrefour,lt
Agua,GLACIAR,2.0,62.0,Hipermercado,Hipermercado Carrefour,lt
Agua,GLACIAR,2.0,66.0,Hipermercado,Hipermercado Carrefour,lt
Agua,GLACIAR,2.0,75.0,Hipermercado,Hipermercado Carrefour,lt
Agua,GLACIAR,2.0,73.49,Supermercado,Supermercados DIA,lt
Agua,GLACIAR,2.0,74.65,Autoservicio,Supermercados DIA,lt
Agua,GLACIAR,2.0,63.69,Autoservicio,Supermercados DIA,lt
Agua,GLACIAR,2.0,69.0,Supermercado,Disco,lt
Arroz,GALLO,200.0,120.0,Hipermercado,Hipermercado Carrefour,gr
Arroz,GALLO,1.0,135.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,174.0,Supermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,152.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,134.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,179.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,180.0,Supermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,182.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,146.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,157.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,175.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,175.0,Autoservicio,Supermercados DIA,kg
Arroz,GALLO,1.0,175.0,Supermercado,Disco,kg
Arroz,GALLO,1.0,167.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,146.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,175.0,Supermercado,Supermercados DIA,kg
Arroz,GALLO,1.0,175.0,Supermercado,Disco,kg
Arroz,GALLO,1.0,135.0,Supermercado,Disco,kg
Arroz,GALLO,1.0,191.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,179.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,196.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,146.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,135.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,175.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,175.0,Supermercado,Supermercados DIA,kg
Arroz,GALLO,1.0,175.0,Supermercado,Disco,kg
Arroz,GALLO,1.0,97.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,99.0,Supermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,108.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,103.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,94.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,87.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,69.5,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,78.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,90.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,75.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,98.49,Autoservicio,Supermercados DIA,kg
Arroz,GALLO,1.0,96.0,Supermercado,Disco,kg
Arroz,GALLO,1.0,98.0,Supermercado,Disco,kg
Arroz,GALLO,1.0,89.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,108.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,90.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,87.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,98.49,Supermercado,Supermercados DIA,kg
Arroz,GALLO,1.0,96.0,Supermercado,Disco,kg
Arroz,GALLO,1.0,110.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,96.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,87.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,77.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,90.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,98.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,GALLO,1.0,98.49,Supermercado,Supermercados DIA,kg
Arroz,GALLO,1.0,96.0,Supermercado,Disco,kg
Arroz,MOLINOS ALA,1.0,64.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,MOLINOS ALA,1.0,64.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,MOLINOS ALA,1.0,64.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,61.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,60.33,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,62.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,74.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,60.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,55.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,59.99,Autoservicio,Supermercados DIA,kg
Arroz,LUCCHETTI,1.0,61.0,Supermercado,Disco,kg
Arroz,LUCCHETTI,1.0,62.0,Supermercado,Disco,kg
Arroz,LUCCHETTI,1.0,62.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,60.33,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,59.99,Supermercado,Supermercados DIA,kg
Arroz,LUCCHETTI,1.0,61.0,Supermercado,Disco,kg
Arroz,LUCCHETTI,1.0,63.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,61.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,60.33,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,68.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,59.99,Supermercado,Supermercados DIA,kg
Arroz,LUCCHETTI,1.0,61.0,Supermercado,Disco,kg
Arroz,LUCCHETTI,1.0,74.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,76.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,72.5,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,83.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,77.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,73.89,Autoservicio,Supermercados DIA,kg
Arroz,LUCCHETTI,1.0,74.0,Supermercado,Disco,kg
Arroz,LUCCHETTI,1.0,77.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,74.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,72.5,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,73.89,Supermercado,Supermercados DIA,kg
Arroz,LUCCHETTI,1.0,74.0,Supermercado,Disco,kg
Arroz,LUCCHETTI,1.0,74.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,81.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,76.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,77.0,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,1.0,72.5,Hipermercado,Hipermercado Carrefour,kg
Arroz,LUCCHETTI,500.0,42.9,Hipermercado,Hipermercado Carrefour,gr
Arroz,LUCCHETTI,500.0,42.0,Hipermercado,Hipermercado Carrefour,gr
Arroz,LUCCHETTI,500.0,41.6,Hipermercado,Hipermercado Carrefour,gr
Arroz,LUCCHETTI,500.0,43.7,Hipermercado,Hipermercado Carrefour,gr
Arroz,LUCCHETTI,500.0,41.2,Hipermercado,Hipermercado Carrefour,gr
Arroz,LUCCHETTI,500.0,43.3,Hipermercado,Hipermercado Carrefour,gr
Arroz,LUCCHETTI,500.0,41.49,Autoservicio,Supermercados DIA,gr
Arroz,LUCCHETTI,500.0,41.0,Supermercado,Supermercados DIA,gr
Arroz,LUCCHETTI,500.0,41.49,Supermercado,Supermercados DIA,gr
Arroz,LUCCHETTI,500.0,42.0,Hipermercado,Hipermercado Carrefour,gr
Arroz,LUCCHETTI,500.0,43.9,Hipermercado,Hipermercado Carrefour,gr
Arroz,LUCCHETTI,500.0,41.6,Hipermercado,Hipermercado Carrefour,gr
Arroz,LUCCHETTI,500.0,41.0,Hipermercado,Hipermercado Carrefour,gr
Arroz,LUCCHETTI,500.0,41.49,Supermercado,Supermercados DIA,gr
Arroz,LUCCHETTI,500.0,41.0,Autoservicio,Supermercados DIA,gr
Harinas,MAIZENA,215.0,62.0,Supermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,215.0,58.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,215.0,53.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,215.0,56.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,215.0,55.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,215.0,60.0,Supermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,215.0,66.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,215.0,54.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,215.0,58.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,215.0,55.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,215.0,59.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,215.0,54.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,215.0,62.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,215.0,60.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,215.0,53.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,215.0,63.0,Supermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,215.0,54.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,215.0,58.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,139.0,Supermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,130.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,128.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,118.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,134.0,Supermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,119.99,Autoservicio,Supermercados DIA,gr
Harinas,MAIZENA,520.0,119.0,Supermercado,Disco,gr
Harinas,MAIZENA,520.0,159.0,Supermercado,Disco,gr
Harinas,MAIZENA,520.0,128.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,124.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,122.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,140.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,123.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,139.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,143.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,134.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,118.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,119.99,Supermercado,Supermercados DIA,gr
Harinas,MAIZENA,520.0,119.0,Supermercado,Disco,gr
Harinas,MAIZENA,520.0,136.0,Supermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,134.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,139.0,Supermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,128.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,MAIZENA,520.0,119.99,Supermercado,Supermercados DIA,gr
Harinas,MAIZENA,520.0,119.0,Supermercado,Disco,gr
Harinas,PUREZA,1.0,81.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,80.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,89.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,78.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,85.59,Autoservicio,Supermercados DIA,kg
Harinas,PUREZA,1.0,82.0,Supermercado,Disco,kg
Harinas,PUREZA,1.0,79.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,81.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,78.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,85.59,Supermercado,Supermercados DIA,kg
Harinas,PUREZA,1.0,82.0,Supermercado,Disco,kg
Harinas,PUREZA,1.0,76.0,Supermercado,Disco,kg
Harinas,PUREZA,1.0,85.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,85.59,Supermercado,Supermercados DIA,kg
Harinas,PUREZA,1.0,82.0,Supermercado,Disco,kg
Harinas,PUREZA,1.0,84.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,88.0,Supermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,84.5,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,82.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,81.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,85.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,80.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,77.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,87.0,Supermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,89.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,86.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,79.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,78.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,85.49,Autoservicio,Supermercados DIA,kg
Harinas,PUREZA,1.0,82.0,Supermercado,Disco,kg
Harinas,PUREZA,1.0,76.0,Supermercado,Disco,kg
Harinas,PUREZA,1.0,81.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,86.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,79.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,85.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,78.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,85.49,Supermercado,Supermercados DIA,kg
Harinas,PUREZA,1.0,82.0,Supermercado,Disco,kg
Harinas,PUREZA,1.0,87.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,81.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,85.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,84.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,85.49,Supermercado,Supermercados DIA,kg
Harinas,PUREZA,1.0,82.0,Supermercado,Disco,kg
Harinas,CAÑUELAS,1.0,38.0,Supermercado,Hipermercado Carrefour,kg
Harinas,CAÑUELAS,1.0,34.1,Hipermercado,Hipermercado Carrefour,kg
Harinas,CAÑUELAS,1.0,37.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,CAÑUELAS,1.0,35.4,Hipermercado,Hipermercado Carrefour,kg
Harinas,CAÑUELAS,1.0,36.6,Hipermercado,Hipermercado Carrefour,kg
Harinas,CAÑUELAS,1.0,34.7,Hipermercado,Hipermercado Carrefour,kg
Harinas,CAÑUELAS,1.0,31.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,CAÑUELAS,1.0,36.4,Hipermercado,Hipermercado Carrefour,kg
Harinas,CAÑUELAS,1.0,31.5,Hipermercado,Hipermercado Carrefour,kg
Harinas,CAÑUELAS,1.0,39.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,CAÑUELAS,1.0,36.59,Autoservicio,Supermercados DIA,kg
Harinas,CAÑUELAS,1.0,34.0,Supermercado,Disco,kg
Harinas,CAÑUELAS,1.0,34.2,Hipermercado,Hipermercado Carrefour,kg
Harinas,CAÑUELAS,1.0,32.1,Hipermercado,Hipermercado Carrefour,kg
Harinas,CAÑUELAS,1.0,34.7,Hipermercado,Hipermercado Carrefour,kg
Harinas,CAÑUELAS,1.0,33.6,Hipermercado,Hipermercado Carrefour,kg
Harinas,CAÑUELAS,1.0,36.9,Hipermercado,Hipermercado Carrefour,kg
Harinas,CAÑUELAS,1.0,36.59,Supermercado,Supermercados DIA,kg
Harinas,CAÑUELAS,1.0,34.0,Supermercado,Disco,kg
Harinas,CAÑUELAS,1.0,37.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,CAÑUELAS,1.0,36.59,Supermercado,Supermercados DIA,kg
Harinas,CAÑUELAS,1.0,34.0,Supermercado,Disco,kg
Harinas,FAVORITA,1.0,38.8,Supermercado,Hipermercado Carrefour,kg
Harinas,FAVORITA,1.0,41.3,Hipermercado,Hipermercado Carrefour,kg
Harinas,FAVORITA,1.0,40.2,Hipermercado,Hipermercado Carrefour,kg
Harinas,FAVORITA,1.0,40.7,Hipermercado,Hipermercado Carrefour,kg
Harinas,FAVORITA,1.0,33.6,Hipermercado,Hipermercado Carrefour,kg
Harinas,FAVORITA,1.0,42.5,Hipermercado,Hipermercado Carrefour,kg
Harinas,FAVORITA,1.0,34.1,Hipermercado,Hipermercado Carrefour,kg
Harinas,FAVORITA,1.0,40.69,Autoservicio,Supermercados DIA,kg
Harinas,FAVORITA,1.0,41.0,Supermercado,Disco,kg
Harinas,FAVORITA,1.0,40.7,Hipermercado,Hipermercado Carrefour,kg
Harinas,FAVORITA,1.0,44.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,FAVORITA,1.0,39.8,Hipermercado,Hipermercado Carrefour,kg
Harinas,FAVORITA,1.0,41.3,Hipermercado,Hipermercado Carrefour,kg
Harinas,FAVORITA,1.0,34.1,Hipermercado,Hipermercado Carrefour,kg
Harinas,FAVORITA,1.0,40.69,Supermercado,Supermercados DIA,kg
Harinas,FAVORITA,1.0,41.0,Supermercado,Disco,kg
Harinas,FAVORITA,1.0,40.7,Hipermercado,Hipermercado Carrefour,kg
Harinas,FAVORITA,1.0,41.3,Hipermercado,Hipermercado Carrefour,kg
Harinas,FAVORITA,1.0,40.69,Supermercado,Supermercados DIA,kg
Harinas,PUREZA,1.0,63.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,55.0,Supermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,61.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,59.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,45.8,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,52.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,64.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,60.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,43.5,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,60.29,Autoservicio,Supermercados DIA,kg
Harinas,PUREZA,1.0,56.0,Supermercado,Disco,kg
Harinas,PUREZA,1.0,71.0,Supermercado,Disco,kg
Harinas,PUREZA,1.0,61.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,59.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,54.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,60.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,64.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,43.5,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,60.29,Supermercado,Supermercados DIA,kg
Harinas,PUREZA,1.0,56.0,Supermercado,Disco,kg
Harinas,PUREZA,1.0,61.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,60.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,60.29,Supermercado,Supermercados DIA,kg
Harinas,PUREZA,1.0,56.0,Supermercado,Disco,kg
Harinas,PUREZA,1.0,67.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,66.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,68.0,Supermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,65.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,64.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,56.5,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,45.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,69.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,47.9,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,64.99,Autoservicio,Supermercados DIA,kg
Harinas,PUREZA,1.0,61.0,Supermercado,Disco,kg
Harinas,PUREZA,1.0,71.0,Supermercado,Disco,kg
Harinas,PUREZA,1.0,65.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,63.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,64.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,68.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,69.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,64.99,Supermercado,Supermercados DIA,kg
Harinas,PUREZA,1.0,61.0,Supermercado,Disco,kg
Harinas,PUREZA,1.0,64.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,65.0,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,47.9,Hipermercado,Hipermercado Carrefour,kg
Harinas,PUREZA,1.0,64.99,Supermercado,Supermercados DIA,kg
Harinas,PUREZA,1.0,61.0,Supermercado,Disco,kg
Harinas,QUAKER,500.0,29.69,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,750.0,86.67,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,750.0,87.0,Supermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,750.0,81.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,750.0,85.46,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,750.0,87.48,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,750.0,85.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,750.0,81.0,Supermercado,Disco,gr
Harinas,ARCOR,750.0,83.84,Supermercado,Disco,gr
Harinas,ARCOR,750.0,85.46,Supermercado,Disco,gr
Harinas,ARCOR,750.0,83.84,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,750.0,81.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,750.0,85.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,750.0,83.84,Supermercado,Disco,gr
Harinas,ARCOR,750.0,81.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,750.0,85.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,750.0,86.67,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,750.0,81.0,Supermercado,Disco,gr
Harinas,ARCOR,500.0,65.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,55.5,Supermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,73.0,Supermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,80.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,64.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,83.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,75.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,76.25,Supermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,72.5,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,70.5,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,81.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,60.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,78.09,Autoservicio,Supermercados DIA,gr
Harinas,ARCOR,500.0,77.0,Supermercado,Supermercados DIA,gr
Harinas,ARCOR,500.0,64.67,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,75.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,64.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,60.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,78.09,Supermercado,Supermercados DIA,gr
Harinas,ARCOR,500.0,76.25,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,60.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,65.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,73.0,Hipermercado,Hipermercado Carrefour,gr
Harinas,ARCOR,500.0,78.09,Supermercado,Supermercados DIA,gr
Harinas,ARCOR,500.0,77.0,Autoservicio,Supermercados DIA,gr
Leche,LA SERENÍSIMA,1.0,49.9,Hipermercado,Hipermercado Carrefour,lt
